Region,ProjectionTitle,Count_ID,ISO2,ISO3,Area_ID,E_Count,Type,Ind_ID,C_Ind_ID,e_cat,AcronymCombined,Acronym,Age,Sex,Other,E_Ind,Time,Value,Rounded,Formatted,Status,Note,Source,Derived,Order_In_Report,Valid,Updated on,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2021,11,11,                                                11,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2022,82.11222,82,82,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2022,332.26611,332,                                               332,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2022,8,8,                                                 8,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2023,83.88199,84,84,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2023,344.24139,344,                                               344,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2023,5,5,                                                 5,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2024,88.73746,89,89,Published,,,,1224,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2024,364.82119,365,                                               365,Published,,,,1233,,5/15/2025 10:09:00 AM,
Caribbean,Haiti_2025_v7,332,HT,HTI,/2/7/,Haiti,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2024,3.75,4,                                                 4,Published,,,,3762,,5/15/2025 10:26:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2010,30.02883,30,30,Published,,,,1224,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2010,164.64016,165,                                               165,Published,,,,1233,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2010,5,5,                                                 5,Published,,,,3762,,5/22/2025 11:11:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2011,33.75305,34,34,Published,,,,1224,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2011,166.75228,167,                                               167,Published,,,,1233,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2011,5,5,                                                 5,Published,,,,3762,,5/22/2025 11:11:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2012,38.01549,38,38,Published,,,,1224,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2012,162.99755,163,                                               163,Published,,,,1233,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2012,5,5,                                                 5,Published,,,,3762,,5/22/2025 11:11:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2013,43.95365,44,44,Published,,,,1224,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2013,162.28875,162,                                               162,Published,,,,1233,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2013,5,5,                                                 5,Published,,,,3762,,5/22/2025 11:11:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2014,46.86963,47,47,Published,,,,1224,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2014,159.5498,160,                                               160,Published,,,,1233,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2014,5,5,                                                 5,Published,,,,3762,,5/22/2025 11:11:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2015,49.31202,49,49,Published,,,,1224,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2015,157.25563,157,                                               157,Published,,,,1233,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2015,5,5,                                                 5,Published,,,,3762,,5/22/2025 11:11:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2016,44.2892,44,44,Published,,,,1224,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2016,199.93044,200,                                               200,Published,,,,1233,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2016,5,5,                                                 5,Published,,,,3762,,5/22/2025 11:11:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2017,41.902,42,42,Published,,,,1224,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2017,238.49988,238,                                               238,Published,,,,1233,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2017,5,5,                                                 5,Published,,,,3762,,5/22/2025 11:11:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2018,44.73224,45,45,Published,,,,1224,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2018,234.70917,235,                                               235,Published,,,,1233,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2018,5,5,                                                 5,Published,,,,3762,,5/22/2025 11:11:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2019,50.04556,50,50,Published,,,,1224,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2019,229.72864,230,                                               230,Published,,,,1233,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2019,5,5,                                                 5,Published,,,,3762,,5/22/2025 11:11:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2020,46.26394,46,46,Published,,,,1224,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2020,239.55027,240,                                               240,Published,,,,1233,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2020,5,5,                                                 5,Published,,,,3762,,5/22/2025 11:11:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2021,49.7746,50,50,Published,,,,1224,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2021,218.2359,218,                                               218,Published,,,,1233,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2021,5,5,                                                 5,Published,,,,3762,,5/22/2025 11:11:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2022,52.32734,52,52,Published,,,,1224,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2022,219.62737,220,                                               220,Published,,,,1233,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2022,5,5,                                                 5,Published,,,,3762,,5/22/2025 11:11:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2023,52.97226,53,53,Published,,,,1224,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2023,220.13828,220,                                               220,Published,,,,1233,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2023,5,5,                                                 5,Published,,,,3762,,5/22/2025 11:11:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2024,54.16683,54,54,Published,,,,1224,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2024,219.4407,219,                                               219,Published,,,,1233,,5/22/2025 11:02:00 AM,
Caribbean,Jamaica_EPP 2021+TFRdown+UA_19May2025,388,JM,JAM,/2/8/,Jamaica,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2024,5,5,                                                 5,Published,,,,3762,,5/22/2025 11:11:00 AM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2010,37.46727,37,37,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2010,186.26727,186,                                               186,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2010,11.54,12,                                                12,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2011,29.44195,29,29,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2011,221.6283,222,                                               222,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2011,11.54,12,                                                12,Published,,,,3762,,5/12/2025 2:27:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58308,258,AIDS (AIM),ART%eligibleDec31;15+;M+F,ART%eligibleDec31,15+,M+F,,P- ART coverage of eligible population (15+) (%) Male+Female,2012,32.69539,33,33,Published,,,,1224,,5/12/2025 1:06:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58314,264,AIDS (AIM),MedianCD4atARTinitiation;15+;M+F,MedianCD4atARTinitiation,15+,M+F,,P- Median CD4 count at ART initiation (15+) Male+Female,2012,223.10812,223,                                               223,Published,,,,1233,,5/12/2025 1:06:00 PM,
Small countries,St Kitts+Nevis SingleLog_31Mar2025,659,KN,KNA,/10/1/,Saint Kitts and Nevis,Country,58391,327,AIDS (AIM),ART%lost;15+,ART%lost,15+,M+F,,P- Number of adults receiving ART  -  Percent who interrupt ART each year,2012,11.54,12,                                                12,Published,,,,3762,,5/12/2025 2:27:00 PM,
